year,country,region,avg_temperature_c,rainfall_mm,drought_index,flood_risk_score,heatwave_days,soil_moisture_percent,climate_risk_level
2024,Egypt,Africa,28.0,685.0,0.435,0.484,29,22.68,Moderate
2025,Egypt,Africa,27.39,992.9,0.273,0.45,27,41.02,Moderate
2026,Egypt,Africa,27.65,521.1,0.591,0.307,21,7.57,Moderate
2027,Egypt,Africa,28.45,426.8,0.729,0.169,28,11.28,Moderate
2028,Egypt,Africa,26.3,936.3,0.17,0.445,23,42.26,Moderate
2029,Egypt,Africa,25.01,421.1,0.562,0.162,20,7.9,Moderate
2030,Egypt,Africa,26.12,759.3,0.293,0.242,21,32.76,Moderate
2031,Egypt,Africa,25.58,493.4,0.539,0.254,26,12.86,Moderate
2032,Egypt,Africa,25.43,318.9,0.751,0.183,21,5.0,Moderate
2033,Egypt,Africa,26.48,590.0,0.523,0.241,25,16.09,Moderate
2034,Egypt,Africa,25.94,793.9,0.356,0.484,18,37.96,Moderate
2035,Egypt,Africa,25.43,454.5,0.612,0.192,11,5.0,Moderate
2036,Egypt,Africa,26.06,742.2,0.26,0.32,23,25.36,Moderate
2037,Egypt,Africa,27.03,772.1,0.537,0.428,34,25.29,Moderate
2038,Egypt,Africa,27.53,446.5,0.573,0.1,30,6.51,Moderate
2039,Egypt,Africa,24.48,613.6,0.456,0.379,10,21.39,Moderate
2040,Egypt,Africa,26.06,902.3,0.318,0.419,28,32.2,Moderate
2041,Egypt,Africa,26.27,754.1,0.303,0.456,20,29.32,Moderate
2042,Egypt,Africa,25.04,608.2,0.498,0.407,24,20.15,Moderate
2043,Egypt,Africa,26.33,716.4,0.445,0.409,20,30.82,Moderate
2044,Egypt,Africa,26.67,540.4,0.699,0.205,26,20.51,Moderate
2045,Egypt,Africa,27.13,828.2,0.381,0.314,21,32.23,Moderate
2046,Egypt,Africa,26.62,828.1,0.331,0.299,19,46.12,Moderate
2047,Egypt,Africa,25.49,669.3,0.355,0.423,7,25.26,Moderate
2048,Egypt,Africa,28.98,686.9,0.419,0.333,35,30.94,Moderate
2049,Egypt,Africa,27.58,490.2,0.603,0.197,29,24.03,Moderate
2050,Egypt,Africa,27.27,433.7,0.631,0.206,29,9.89,Moderate
1961,Nigeria,Africa,23.35,647.4,0.377,0.345,11,32.14,Moderate
1962,Nigeria,Africa,25.13,701.3,0.37,0.357,10,19.56,Moderate
1963,Nigeria,Africa,24.3,410.5,0.692,0.278,9,5.0,Moderate
1964,Nigeria,Africa,24.72,677.9,0.443,0.327,23,23.16,Moderate
1965,Nigeria,Africa,27.45,380.2,0.74,0.166,22,23.16,Moderate
1966,Nigeria,Africa,23.62,665.6,0.231,0.314,5,27.1,Moderate
1967,Nigeria,Africa,25.47,545.6,0.472,0.199,23,17.11,Moderate
1968,Nigeria,Africa,24.07,511.5,0.477,0.371,25,19.75,Moderate
1969,Nigeria,Africa,24.77,783.6,0.213,0.483,22,40.78,Moderate
1970,Nigeria,Africa,26.06,612.3,0.569,0.209,2,20.26,Moderate
1971,Nigeria,Africa,25.56,725.8,0.282,0.427,11,37.64,Moderate
1972,Nigeria,Africa,24.93,731.1,0.273,0.218,19,23.93,Low
1973,Nigeria,Africa,24.44,853.2,0.167,0.505,15,34.72,Moderate
1974,Nigeria,Africa,25.61,456.7,0.614,0.173,18,17.53,Moderate
1975,Nigeria,Africa,27.3,797.0,0.331,0.427,18,33.29,Moderate
1976,Nigeria,Africa,24.19,652.6,0.199,0.172,5,21.07,Low
1977,Nigeria,Africa,27.58,589.5,0.645,0.199,42,8.64,Moderate
1978,Nigeria,Africa,26.75,466.1,0.569,0.271,24,7.06,Moderate
1979,Nigeria,Africa,26.97,747.1,0.329,0.317,30,30.78,Moderate
1980,Nigeria,Africa,25.71,502.4,0.466,0.184,21,18.6,Moderate
1981,Nigeria,Africa,26.77,732.8,0.552,0.478,24,23.63,High
1982,Nigeria,Africa,24.17,958.5,0.071,0.656,16,48.81,Moderate
1983,Nigeria,Africa,24.59,806.8,0.244,0.478,8,32.85,Moderate
1984,Nigeria,Africa,26.33,872.6,0.258,0.349,10,45.82,Moderate
1985,Nigeria,Africa,25.79,535.0,0.409,0.409,24,33.89,Moderate
1986,Nigeria,Africa,25.27,772.0,0.253,0.261,21,31.19,Moderate
1987,Nigeria,Africa,22.46,466.9,0.286,0.209,18,20.51,Low
1988,Nigeria,Africa,24.96,612.6,0.487,0.311,24,23.28,Moderate
1989,Nigeria,Africa,24.1,928.6,0.15,0.618,9,44.27,Moderate
1990,Nigeria,Africa,26.11,552.7,0.71,0.349,31,17.37,High
1991,Nigeria,Africa,25.31,827.8,0.218,0.377,26,39.91,Moderate
1992,Nigeria,Africa,24.8,812.5,0.191,0.331,23,33.98,Moderate
1993,Nigeria,Africa,28.75,822.0,0.573,0.491,48,37.54,High
1994,Nigeria,Africa,26.84,447.3,0.707,0.181,40,9.43,Moderate
1995,Nigeria,Africa,26.88,734.0,0.45,0.384,30,25.38,Moderate
1996,Nigeria,Africa,28.27,624.9,0.478,0.203,33,36.34,Moderate
1997,Nigeria,Africa,26.61,824.2,0.481,0.458,32,30.88,Moderate
1998,Nigeria,Africa,24.74,385.2,0.556,0.232,13,9.67,Moderate
1999,Nigeria,Africa,24.62,708.8,0.29,0.255,13,30.69,Moderate
2000,Nigeria,Africa,26.86,686.2,0.544,0.426,29,22.65,Moderate
2001,Nigeria,Africa,23.25,331.6,0.524,0.21,6,8.79,Moderate
2002,Nigeria,Africa,25.64,508.3,0.426,0.313,25,11.83,Moderate
2003,Nigeria,Africa,23.15,357.2,0.506,0.148,14,11.33,Moderate
2004,Nigeria,Africa,25.89,533.8,0.451,0.281,14,7.12,Moderate
2005,Nigeria,Africa,26.82,737.9,0.173,0.374,24,25.64,Moderate
2006,Nigeria,Africa,26.15,681.3,0.35,0.329,32,38.01,Moderate
2007,Nigeria,Africa,26.95,677.1,0.422,0.352,25,17.88,Moderate
2008,Nigeria,Africa,28.2,483.6,0.572,0.342,29,5.0,Moderate
2009,Nigeria,Africa,25.69,829.3,0.338,0.501,23,27.31,Moderate
2010,Nigeria,Africa,29.25,647.0,0.538,0.229,35,32.03,Moderate
2011,Nigeria,Africa,26.16,655.4,0.478,0.407,19,12.46,Moderate
2012,Nigeria,Africa,27.06,800.5,0.282,0.496,27,28.64,Moderate
2013,Nigeria,Africa,25.2,491.4,0.582,0.234,11,5.0,Moderate
2014,Nigeria,Africa,27.9,686.6,0.402,0.384,21,24.64,Moderate
2015,Nigeria,Africa,27.22,717.8,0.261,0.398,20,28.05,Moderate
2016,Nigeria,Africa,27.76,562.7,0.685,0.213,31,11.55,Moderate
2017,Nigeria,Africa,26.07,754.4,0.296,0.347,23,42.93,Moderate
2018,Nigeria,Africa,24.52,726.3,0.448,0.423,16,20.17,Moderate
2019,Nigeria,Africa,26.6,633.8,0.522,0.277,29,20.63,Moderate
2020,Nigeria,Africa,24.03,628.9,0.415,0.392,19,25.17,Moderate
2021,Nigeria,Africa,25.68,733.8,0.443,0.471,18,21.94,Moderate
2022,Nigeria,Africa,26.33,776.2,0.371,0.48,14,34.31,Moderate
2023,Nigeria,Africa,28.97,660.1,0.587,0.488,24,18.87,High
2024,Nigeria,Africa,26.52,829.2,0.436,0.407,11,34.99,Moderate
2025,Nigeria,Africa,26.32,755.4,0.385,0.392,24,29.41,Moderate
2026,Nigeria,Africa,26.09,363.8,0.587,0.208,15,5.0,Moderate
2027,Nigeria,Africa,24.58,425.2,0.572,0.208,13,17.66,Moderate
2028,Nigeria,Africa,26.31,839.2,0.147,0.463,21,51.44,Moderate
2029,Nigeria,Africa,26.35,610.5,0.587,0.168,31,17.73,Moderate
2030,Nigeria,Africa,25.08,676.3,0.478,0.355,26,18.86,Moderate
2031,Nigeria,Africa,24.84,832.3,0.343,0.306,18,43.79,Moderate
2032,Nigeria,Africa,25.7,649.0,0.514,0.247,31,33.51,Moderate
2033,Nigeria,Africa,26.37,656.0,0.443,0.387,7,22.92,Moderate
2034,Nigeria,Africa,25.76,511.0,0.515,0.24,36,13.94,Moderate
2035,Nigeria,Africa,25.07,709.2,0.249,0.41,24,30.01,Moderate
2036,Nigeria,Africa,26.7,743.8,0.543,0.354,24,16.28,Moderate
2037,Nigeria,Africa,27.01,557.5,0.514,0.367,17,15.86,Moderate
2038,Nigeria,Africa,26.53,502.5,0.595,0.232,20,23.52,Moderate
2039,Nigeria,Africa,25.73,1070.2,0.142,0.379,26,49.65,Moderate
2040,Nigeria,Africa,27.14,635.1,0.396,0.336,30,17.6,Moderate
2041,Nigeria,Africa,26.21,540.6,0.385,0.097,27,22.31,Low
2042,Nigeria,Africa,25.03,763.1,0.307,0.265,13,28.01,Moderate
2043,Nigeria,Africa,27.72,641.9,0.491,0.25,19,21.87,Moderate
2044,Nigeria,Africa,26.92,476.3,0.599,0.158,26,5.0,Moderate
2045,Nigeria,Africa,26.37,727.3,0.484,0.32,29,20.46,Moderate
2046,Nigeria,Africa,24.64,513.5,0.483,0.173,17,20.43,Moderate
2047,Nigeria,Africa,25.65,902.2,0.299,0.339,32,39.83,Moderate
2048,Nigeria,Africa,28.99,729.1,0.564,0.488,31,20.51,High
2049,Nigeria,Africa,24.77,605.7,0.381,0.249,18,23.39,Moderate
2050,Nigeria,Africa,26.3,667.5,0.358,0.155,28,22.57,Moderate
1961,Ethiopia,Africa,24.06,566.0,0.382,0.209,16,23.34,Moderate
1962,Ethiopia,Africa,26.41,802.8,0.316,0.525,22,21.7,Moderate
1963,Ethiopia,Africa,25.98,748.6,0.298,0.26,29,37.62,Moderate
1964,Ethiopia,Africa,25.03,815.8,0.139,0.59,22,53.4,Moderate
1965,Ethiopia,Africa,25.25,785.8,0.413,0.347,25,18.49,Moderate
1966,Ethiopia,Africa,25.08,595.4,0.389,0.424,8,20.26,Moderate
1967,Ethiopia,Africa,25.69,1001.9,0.159,0.476,22,46.29,Moderate
1968,Ethiopia,Africa,24.17,671.9,0.318,0.4,14,32.49,Moderate
1969,Ethiopia,Africa,26.18,161.1,0.882,0.192,34,5.0,High
1970,Ethiopia,Africa,25.59,604.8,0.602,0.414,22,20.5,High
1971,Ethiopia,Africa,24.86,574.9,0.445,0.241,13,32.69,Moderate
1972,Ethiopia,Africa,24.61,777.2,0.263,0.32,24,34.63,Moderate
1973,Ethiopia,Africa,26.23,577.8,0.409,0.282,27,23.43,Moderate
1974,Ethiopia,Africa,25.05,825.8,0.147,0.309,12,40.32,Low
1975,Ethiopia,Africa,24.41,739.3,0.151,0.389,14,41.27,Moderate
1976,Ethiopia,Africa,24.81,490.0,0.427,0.179,15,13.43,Moderate
1977,Ethiopia,Africa,26.21,627.5,0.295,0.4,32,30.39,Moderate
1978,Ethiopia,Africa,23.37,525.9,0.479,0.217,15,9.32,Moderate
1979,Ethiopia,Africa,24.9,679.6,0.393,0.2,24,24.4,Moderate
1980,Ethiopia,Africa,26.63,525.0,0.536,0.375,19,11.7,Moderate
1981,Ethiopia,Africa,25.16,661.9,0.474,0.346,22,24.15,Moderate
1982,Ethiopia,Africa,25.71,606.4,0.366,0.306,31,21.1,Moderate
1983,Ethiopia,Africa,26.7,625.6,0.423,0.4,21,29.62,Moderate
1984,Ethiopia,Africa,26.48,978.2,0.071,0.559,24,42.22,Moderate
1985,Ethiopia,Africa,24.9,592.3,0.484,0.235,7,9.55,Moderate
1986,Ethiopia,Africa,25.29,340.5,0.557,0.134,13,5.0,Moderate
1987,Ethiopia,Africa,26.55,812.5,0.349,0.317,20,39.62,Moderate
1988,Ethiopia,Africa,26.61,811.3,0.431,0.288,15,26.12,Moderate
1989,Ethiopia,Africa,25.4,333.4,0.741,0.213,30,5.0,Moderate
1990,Ethiopia,Africa,25.46,537.9,0.486,0.3,13,15.4,Moderate
1991,Ethiopia,Africa,25.86,719.7,0.41,0.421,27,32.74,Moderate
1992,Ethiopia,Africa,27.2,733.9,0.363,0.469,27,28.04,Moderate
1993,Ethiopia,Africa,26.86,649.2,0.614,0.387,24,36.77,High
1994,Ethiopia,Africa,26.43,652.9,0.442,0.396,35,35.2,Moderate
1995,Ethiopia,Africa,24.32,499.8,0.465,0.084,0,13.79,Moderate
1996,Ethiopia,Africa,25.3,266.0,0.642,0.108,18,5.0,Moderate
1997,Ethiopia,Africa,25.38,977.9,0.266,0.566,11,62.36,Moderate
1998,Ethiopia,Africa,27.37,495.0,0.631,0.154,10,5.66,Moderate
1999,Ethiopia,Africa,25.4,678.2,0.446,0.346,10,24.66,Moderate
2000,Ethiopia,Africa,27.21,624.6,0.542,0.354,25,20.51,Moderate
2001,Ethiopia,Africa,25.04,793.6,0.267,0.432,13,34.32,Moderate
2002,Ethiopia,Africa,25.15,668.4,0.454,0.364,26,13.9,Moderate
2003,Ethiopia,Africa,26.33,674.6,0.462,0.385,21,27.46,Moderate
2004,Ethiopia,Africa,27.66,228.5,0.743,0.129,24,5.0,Moderate
2005,Ethiopia,Africa,25.54,516.7,0.429,0.141,18,25.88,Moderate
2006,Ethiopia,Africa,22.73,769.1,0.199,0.425,11,25.74,Moderate
2007,Ethiopia,Africa,23.95,754.7,0.331,0.4,12,31.47,Moderate
2008,Ethiopia,Africa,26.2,497.7,0.686,0.133,15,5.0,Moderate
2009,Ethiopia,Africa,24.09,397.5,0.379,0.309,24,5.0,Moderate
2010,Ethiopia,Africa,24.84,670.3,0.365,0.378,13,21.17,Moderate
2011,Ethiopia,Africa,25.91,184.9,0.803,0.0,18,5.0,Moderate
2012,Ethiopia,Africa,22.98,466.2,0.44,0.168,16,23.31,Moderate
2013,Ethiopia,Africa,25.48,931.6,0.289,0.421,22,40.55,Moderate
2014,Ethiopia,Africa,24.56,881.2,0.251,0.395,10,46.8,Moderate
2015,Ethiopia,Africa,24.17,728.0,0.21,0.387,22,29.92,Moderate
2016,Ethiopia,Africa,25.03,699.2,0.271,0.271,23,33.18,Moderate
2017,Ethiopia,Africa,24.72,338.0,0.62,0.259,19,5.0,Moderate
2018,Ethiopia,Africa,26.59,531.5,0.629,0.349,20,9.23,Moderate
2019,Ethiopia,Africa,27.48,602.8,0.555,0.351,23,8.12,Moderate
2020,Ethiopia,Africa,25.62,534.9,0.373,0.271,19,21.3,Moderate
2021,Ethiopia,Africa,25.36,594.0,0.36,0.372,10,24.07,Moderate
2022,Ethiopia,Africa,25.6,857.9,0.323,0.407,20,41.11,Moderate
2023,Ethiopia,Africa,24.79,563.3,0.409,0.224,25,21.27,Moderate
2024,Ethiopia,Africa,24.59,595.4,0.413,0.393,24,33.66,Moderate
2025,Ethiopia,Africa,24.18,768.3,0.345,0.41,13,32.57,Moderate
2026,Ethiopia,Africa,24.57,422.9,0.43,0.157,26,18.49,Moderate
2027,Ethiopia,Africa,28.15,515.6,0.606,0.224,43,11.72,Moderate
2028,Ethiopia,Africa,25.38,532.0,0.447,0.207,17,12.21,Moderate
2029,Ethiopia,Africa,22.69,658.9,0.292,0.491,17,31.4,Moderate
2030,Ethiopia,Africa,25.54,594.8,0.514,0.298,2,18.93,Moderate
2031,Ethiopia,Africa,24.35,599.9,0.271,0.313,6,29.57,Moderate
2032,Ethiopia,Africa,26.35,543.6,0.529,0.33,23,18.72,Moderate
2033,Ethiopia,Africa,26.24,478.7,0.64,0.142,14,6.38,Moderate
2034,Ethiopia,Africa,26.38,747.5,0.237,0.461,39,39.08,Moderate
2035,Ethiopia,Africa,26.28,596.0,0.483,0.249,27,14.9,Moderate
2036,Ethiopia,Africa,25.9,749.0,0.263,0.521,29,35.95,Moderate
2037,Ethiopia,Africa,24.62,472.1,0.442,0.211,17,22.45,Moderate
2038,Ethiopia,Africa,26.3,543.6,0.326,0.355,14,18.35,Moderate
2039,Ethiopia,Africa,27.63,614.6,0.654,0.108,22,24.59,Moderate
2040,Ethiopia,Africa,28.6,629.5,0.552,0.221,31,22.83,Moderate
2041,Ethiopia,Africa,26.15,770.7,0.293,0.362,17,37.79,Moderate
2042,Ethiopia,Africa,26.3,581.1,0.526,0.128,28,13.51,Moderate
2043,Ethiopia,Africa,27.08,769.5,0.321,0.433,30,33.34,Moderate
2044,Ethiopia,Africa,28.29,710.0,0.416,0.38,28,18.73,Moderate
2045,Ethiopia,Africa,25.93,632.9,0.565,0.237,7,30.61,Moderate
2046,Ethiopia,Africa,27.36,497.8,0.757,0.248,39,5.0,High
2047,Ethiopia,Africa,25.56,771.1,0.28,0.45,18,30.83,Moderate
2048,Ethiopia,Africa,26.96,501.8,0.675,0.083,46,6.0,Moderate
2049,Ethiopia,Africa,27.75,646.6,0.554,0.221,32,25.3,Moderate
2050,Ethiopia,Africa,25.05,641.4,0.281,0.294,17,37.98,Moderate
1961,South Africa,Africa,25.79,804.9,0.257,0.302,27,38.23,Moderate
1962,South Africa,Africa,28.57,787.2,0.482,0.441,29,29.21,Moderate
1963,South Africa,Africa,23.38,738.2,0.227,0.465,19,33.49,Moderate
1964,South Africa,Africa,23.49,713.1,0.233,0.311,6,26.09,Moderate
1965,South Africa,Africa,24.0,638.3,0.211,0.36,17,28.42,Moderate
1966,South Africa,Africa,25.24,747.5,0.287,0.5,14,32.35,Moderate
1967,South Africa,Africa,23.88,472.0,0.368,0.263,5,9.16,Moderate
1968,South Africa,Africa,24.22,274.2,0.659,0.105,9,5.0,Moderate
1969,South Africa,Africa,25.89,835.9,0.377,0.501,17,24.06,Moderate
1970,South Africa,Africa,23.67,757.9,0.302,0.32,24,32.97,Moderate
1971,South Africa,Africa,23.82,629.7,0.369,0.211,10,34.71,Moderate
1972,South Africa,Africa,24.72,821.9,0.181,0.476,7,41.57,Moderate
1973,South Africa,Africa,24.85,533.0,0.478,0.234,19,21.13,Moderate
1974,South Africa,Africa,26.45,537.1,0.602,0.243,23,9.43,Moderate
1975,South Africa,Africa,24.17,514.9,0.394,0.207,12,28.48,Moderate
1976,South Africa,Africa,24.41,740.8,0.301,0.333,15,39.29,Moderate
1977,South Africa,Africa,25.99,396.7,0.604,0.311,29,5.0,Moderate
1978,South Africa,Africa,26.27,527.3,0.67,0.397,28,10.12,High
1979,South Africa,Africa,27.04,696.4,0.523,0.492,29,31.89,High
1980,South Africa,Africa,25.9,457.3,0.617,0.316,12,21.3,Moderate
1981,South Africa,Africa,25.52,544.4,0.35,0.309,43,12.64,Moderate
1982,South Africa,Africa,26.07,296.1,0.706,0.033,30,5.0,Moderate
1983,South Africa,Africa,25.08,746.9,0.308,0.358,23,30.33,Moderate
1984,South Africa,Africa,25.08,539.9,0.455,0.443,9,5.0,Moderate
1985,South Africa,Africa,23.3,474.1,0.301,0.202,21,17.79,Moderate
1986,South Africa,Africa,26.52,442.8,0.523,0.343,19,18.8,Moderate
1987,South Africa,Africa,25.72,583.1,0.464,0.296,19,11.24,Moderate
1988,South Africa,Africa,26.42,397.2,0.726,0.0,9,6.09,Moderate
1989,South Africa,Africa,22.13,960.8,0.0,0.532,0,44.55,Moderate
1990,South Africa,Africa,25.47,268.4,0.65,0.236,23,10.27,Moderate
1991,South Africa,Africa,24.51,577.9,0.555,0.285,25,14.37,Moderate
1992,South Africa,Africa,27.36,667.1,0.468,0.432,31,33.11,Moderate
1993,South Africa,Africa,26.31,525.9,0.53,0.13,28,12.12,Moderate
1994,South Africa,Africa,25.88,683.9,0.396,0.231,21,30.9,Moderate
1995,South Africa,Africa,25.09,522.1,0.374,0.277,16,20.13,Moderate
1996,South Africa,Africa,26.11,894.8,0.312,0.486,24,37.67,Moderate
1997,South Africa,Africa,24.53,471.0,0.438,0.344,24,10.04,Moderate
1998,South Africa,Africa,25.55,273.8,0.679,0.188,20,5.0,Moderate
1999,South Africa,Africa,24.99,442.2,0.569,0.126,28,8.09,Moderate
2000,South Africa,Africa,28.42,711.8,0.668,0.373,27,18.09,High
2001,South Africa,Africa,27.48,631.1,0.418,0.364,18,32.03,Moderate
2002,South Africa,Africa,27.01,770.3,0.47,0.235,24,32.41,Moderate
2003,South Africa,Africa,23.97,730.3,0.346,0.362,16,33.45,Moderate
2004,South Africa,Africa,26.81,548.2,0.498,0.247,23,15.1,Moderate
2005,South Africa,Africa,26.02,571.7,0.54,0.233,32,16.66,Moderate
2006,South Africa,Africa,27.28,588.3,0.675,0.334,32,14.42,High
2007,South Africa,Africa,26.21,951.5,0.17,0.384,11,46.2,Moderate
2008,South Africa,Africa,25.84,760.5,0.368,0.414,33,34.52,Moderate
2009,South Africa,Africa,26.14,952.7,0.259,0.521,0,42.27,Moderate
2010,South Africa,Africa,23.72,784.5,0.268,0.479,32,29.11,Moderate
2011,South Africa,Africa,24.98,639.8,0.453,0.23,16,27.49,Moderate
2012,South Africa,Africa,26.37,486.9,0.584,0.123,21,12.87,Moderate
2013,South Africa,Africa,27.3,682.2,0.519,0.363,25,15.09,Moderate
2014,South Africa,Africa,25.29,640.3,0.334,0.297,22,12.51,Moderate
2015,South Africa,Africa,25.92,635.0,0.456,0.55,21,24.42,High
2016,South Africa,Africa,24.07,616.5,0.325,0.345,15,19.35,Moderate
2017,South Africa,Africa,27.76,321.6,0.66,0.165,37,5.47,Moderate
2018,South Africa,Africa,27.36,851.7,0.319,0.412,30,31.55,Moderate
2019,South Africa,Africa,26.83,641.9,0.504,0.224,16,22.81,Moderate
2020,South Africa,Africa,26.55,423.7,0.66,0.257,29,5.72,Moderate
2021,South Africa,Africa,27.94,727.1,0.376,0.357,32,39.34,Moderate
2022,South Africa,Africa,25.13,513.1,0.415,0.25,15,23.05,Moderate
2023,South Africa,Africa,25.02,739.9,0.38,0.378,25,37.47,Moderate
2024,South Africa,Africa,27.41,791.1,0.446,0.413,24,30.78,Moderate
2025,South Africa,Africa,27.35,813.1,0.457,0.267,24,36.44,Moderate
2026,South Africa,Africa,24.74,624.3,0.5,0.379,16,21.75,Moderate
2027,South Africa,Africa,25.55,583.8,0.504,0.224,1,27.94,Moderate
2028,South Africa,Africa,28.23,549.9,0.586,0.264,24,15.35,Moderate
2029,South Africa,Africa,26.72,534.4,0.563,0.37,29,7.07,Moderate
2030,South Africa,Africa,27.19,647.2,0.63,0.466,25,7.77,High
2031,South Africa,Africa,24.87,616.5,0.624,0.172,8,28.35,Moderate
2032,South Africa,Africa,27.07,518.0,0.62,0.261,32,16.36,Moderate
2033,South Africa,Africa,24.59,467.0,0.539,0.255,15,15.84,Moderate
2034,South Africa,Africa,23.94,632.6,0.403,0.196,6,32.51,Moderate
2035,South Africa,Africa,27.2,580.5,0.547,0.354,43,8.17,Moderate
2036,South Africa,Africa,28.07,467.4,0.763,0.243,19,5.96,High
2037,South Africa,Africa,26.06,782.9,0.425,0.407,29,29.24,Moderate
2038,South Africa,Africa,25.73,933.5,0.248,0.393,15,46.17,Moderate
2039,South Africa,Africa,28.46,804.0,0.423,0.435,30,27.58,Moderate
2040,South Africa,Africa,26.19,534.8,0.406,0.334,15,11.41,Moderate
2041,South Africa,Africa,26.36,642.0,0.518,0.331,13,14.47,Moderate
2042,South Africa,Africa,28.49,896.5,0.401,0.407,33,43.7,Moderate
2043,South Africa,Africa,26.05,462.2,0.513,0.196,25,8.39,Moderate
2044,South Africa,Africa,25.71,775.2,0.241,0.405,30,30.62,Moderate
2045,South Africa,Africa,27.49,418.3,0.729,0.213,26,10.15,Moderate
2046,South Africa,Africa,25.68,919.4,0.099,0.532,38,39.8,Moderate
2047,South Africa,Africa,26.37,581.1,0.528,0.252,25,8.28,Moderate
2048,South Africa,Africa,24.98,1006.6,0.198,0.406,23,36.89,Moderate
2049,South Africa,Africa,26.81,926.5,0.323,0.492,13,39.53,Moderate
2050,South Africa,Africa,26.68,633.0,0.451,0.278,19,25.62,Moderate
1961,Kenya,Africa,24.76,796.6,0.155,0.369,11,40.78,Moderate
1962,Kenya,Africa,25.53,640.4,0.262,0.318,11,25.99,Moderate
1963,Kenya,Africa,23.1,728.7,0.341,0.539,6,23.9,Moderate
1964,Kenya,Africa,23.2,278.6,0.48,0.199,9,7.56,Moderate
1965,Kenya,Africa,27.78,588.4,0.511,0.22,25,23.22,Moderate
1966,Kenya,Africa,26.57,785.6,0.446,0.395,32,28.35,Moderate
1967,Kenya,Africa,26.03,696.2,0.38,0.375,22,27.58,Moderate
1968,Kenya,Africa,24.33,388.1,0.525,0.11,20,5.44,Moderate
1969,Kenya,Africa,24.86,659.8,0.355,0.391,19,19.31,Moderate
1970,Kenya,Africa,25.16,519.0,0.515,0.194,10,12.67,Moderate
1971,Kenya,Africa,26.76,505.1,0.559,0.132,24,14.52,Moderate
1972,Kenya,Africa,25.68,406.7,0.603,0.209,22,5.0,Moderate
1973,Kenya,Africa,25.85,749.0,0.317,0.368,27,28.56,Moderate
1974,Kenya,Africa,25.03,828.1,0.288,0.414,10,36.17,Moderate
1975,Kenya,Africa,26.2,989.2,0.229,0.433,6,52.06,Moderate
1976,Kenya,Africa,25.63,414.2,0.738,0.157,22,5.0,Moderate
1977,Kenya,Africa,25.34,772.8,0.285,0.477,22,25.47,Moderate
1978,Kenya,Africa,24.41,783.3,0.246,0.427,15,32.98,Moderate
1979,Kenya,Africa,25.19,557.1,0.481,0.202,19,14.85,Moderate
1980,Kenya,Africa,24.05,503.2,0.52,0.096,23,18.07,Moderate
1981,Kenya,Africa,25.31,476.3,0.438,0.165,16,13.03,Moderate
1982,Kenya,Africa,25.48,565.6,0.479,0.295,18,5.0,Moderate
1983,Kenya,Africa,22.51,682.4,0.037,0.291,12,55.52,Low
1984,Kenya,Africa,25.14,867.6,0.215,0.377,9,39.93,Moderate
1985,Kenya,Africa,24.02,826.9,0.296,0.366,14,35.95,Moderate
1986,Kenya,Africa,26.05,391.5,0.565,0.19,21,5.0,Moderate
1987,Kenya,Africa,26.23,523.8,0.552,0.325,35,6.37,Moderate
1988,Kenya,Africa,24.97,857.9,0.194,0.429,16,38.47,Moderate
1989,Kenya,Africa,26.16,533.0,0.459,0.271,24,19.5,Moderate
1990,Kenya,Africa,26.23,640.9,0.532,0.302,30,25.63,Moderate
1991,Kenya,Africa,25.26,377.2,0.51,0.149,13,10.08,Moderate
1992,Kenya,Africa,27.4,834.5,0.397,0.489,37,26.66,Moderate
1993,Kenya,Africa,24.71,344.0,0.614,0.231,32,5.0,Moderate
1994,Kenya,Africa,27.36,387.2,0.623,0.357,25,6.29,Moderate
1995,Kenya,Africa,25.34,818.1,0.295,0.458,15,31.8,Moderate
1996,Kenya,Africa,24.62,957.2,0.072,0.439,30,38.84,Moderate
1997,Kenya,Africa,25.23,603.5,0.472,0.229,26,25.7,Moderate
1998,Kenya,Africa,24.35,642.5,0.253,0.397,17,17.61,Moderate
1999,Kenya,Africa,26.63,795.3,0.336,0.332,35,36.75,Moderate
2000,Kenya,Africa,23.78,696.3,0.271,0.413,25,20.93,Moderate
2001,Kenya,Africa,27.39,590.3,0.637,0.234,23,17.58,Moderate
2002,Kenya,Africa,24.61,572.3,0.433,0.314,19,25.56,Moderate
2003,Kenya,Africa,26.76,399.3,0.729,0.115,28,5.0,Moderate
2004,Kenya,Africa,25.8,687.3,0.444,0.406,21,35.63,Moderate
2005,Kenya,Africa,26.12,635.3,0.496,0.219,11,33.35,Moderate
2006,Kenya,Africa,25.1,579.9,0.414,0.312,11,22.13,Moderate
2007,Kenya,Africa,26.25,489.7,0.644,0.229,11,14.84,Moderate
2008,Kenya,Africa,26.01,505.9,0.511,0.261,25,21.45,Moderate
